PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
157,3,157,1,2,Unhealthy
163,1,71,1,2,Unhealthy
87,1,36,0,1,Moderate
32,0,16,0,0,Good
55,1,38,2,1,Moderate
85,0,25,0,1,Moderate
45,1,22,5,0,Good
55,1,40,1,1,Moderate
114,3,8,37,5,Unhealthy for Sensitive Groups
50,1,31,1,0,Good
13,0,13,1,0,Good
88,3,7,8,1,Moderate
33,1,33,2,0,Good
38,0,38,1,0,Good
33,1,33,2,0,Good
47,1,21,2,0,Good
500,1,45,0,4,Hazardous
33,1,33,2,0,Good
40,1,22,4,0,Good
195,3,5,15,2,Unhealthy
99,4,99,5,1,Moderate
183,4,183,2,2,Unhealthy
66,1,22,0,1,Moderate
15,0,15,0,0,Good
52,1,28,1,1,Moderate
70,1,23,2,1,Moderate
38,1,27,4,0,Good
32,1,14,0,0,Good
72,3,0,10,1,Moderate
500,1,45,0,4,Hazardous
29,0,28,1,0,Good
67,1,36,0,1,Moderate
57,1,25,1,1,Moderate
31,1,11,0,0,Good
60,1,37,0,1,Moderate
54,1,22,0,1,Moderate
49,1,49,0,0,Good
148,1,32,0,5,Unhealthy for Sensitive Groups
32,1,32,1,0,Good
17,0,16,0,0,Good
33,1,33,0,0,Good
44,1,44,4,0,Good
61,1,24,10,1,Moderate
25,1,25,0,0,Good
39,1,27,5,0,Good
52,0,34,1,1,Moderate
57,0,24,0,1,Moderate
191,2,163,1,2,Unhealthy
28,1,28,2,0,Good
85,2,40,1,1,Moderate
31,1,31,0,0,Good
58,1,28,0,1,Moderate
38,1,23,3,0,Good
33,0,33,0,0,Good
38,1,23,3,0,Good
52,1,6,5,1,Moderate
48,1,48,2,0,Good
79,2,27,0,1,Moderate
40,0,29,1,0,Good
36,1,36,0,0,Good
39,1,39,4,0,Good
151,1,61,0,2,Unhealthy
70,1,38,0,1,Moderate
102,0,43,0,5,Unhealthy for Sensitive Groups
34,1,25,0,0,Good
110,2,71,3,5,Unhealthy for Sensitive Groups
111,2,42,8,5,Unhealthy for Sensitive Groups
77,2,10,27,1,Moderate
66,1,25,0,1,Moderate
52,1,6,1,1,Moderate
55,1,12,0,1,Moderate
44,1,33,3,0,Good
66,1,32,1,1,Moderate
55,0,26,0,1,Moderate
110,2,110,1,5,Unhealthy for Sensitive Groups
467,1,102,1,4,Hazardous
37,1,37,1,0,Good
157,2,84,2,2,Unhealthy
39,0,31,1,0,Good
179,3,102,4,2,Unhealthy
51,1,27,2,1,Moderate
52,1,27,2,1,Moderate
36,0,27,3,0,Good
50,0,29,1,0,Good
51,1,28,9,1,Moderate
79,3,5,9,1,Moderate
48,1,18,5,0,Good
57,1,30,6,1,Moderate
99,3,11,11,1,Moderate
32,0,32,0,0,Good
24,1,24,2,0,Good
32,1,32,2,0,Good
51,1,7,4,1,Moderate
72,1,26,0,1,Moderate
29,1,29,2,0,Good
172,2,172,4,2,Unhealthy
81,1,34,0,1,Moderate
32,0,32,1,0,Good
74,0,40,0,1,Moderate
130,1,30,0,5,Unhealthy for Sensitive Groups
55,2,1,3,1,Moderate
38,1,28,4,0,Good
31,1,31,2,0,Good
56,2,1,5,1,Moderate
40,1,40,1,0,Good
45,1,32,8,0,Good
301,1,82,1,4,Hazardous
59,2,41,5,1,Moderate
78,0,37,0,1,Moderate
28,1,27,2,0,Good
44,1,44,0,0,Good
13,1,2,0,0,Good
51,1,12,4,1,Moderate
30,0,30,2,0,Good
49,1,49,0,0,Good
46,1,19,4,0,Good
217,3,103,1,3,Very Unhealthy
38,1,38,1,0,Good
32,0,13,0,0,Good
64,2,5,15,1,Moderate
58,1,24,4,1,Moderate
157,4,17,2,2,Unhealthy
84,1,9,15,1,Moderate
78,2,9,28,1,Moderate
31,1,31,0,0,Good
40,1,28,4,0,Good
38,0,38,1,0,Good
51,1,21,5,1,Moderate
43,1,17,4,0,Good
37,0,28,1,0,Good
72,1,34,3,1,Moderate
66,2,12,15,1,Moderate
75,2,5,14,1,Moderate
39,0,39,0,0,Good
44,1,8,3,0,Good
57,1,6,2,1,Moderate
59,2,1,6,1,Moderate
32,1,25,1,0,Good
85,1,27,6,1,Moderate
150,1,24,2,2,Unhealthy
99,3,41,6,1,Moderate
34,1,34,2,0,Good
37,1,37,1,0,Good
144,3,4,12,5,Unhealthy for Sensitive Groups
64,1,29,4,1,Moderate
58,1,27,1,1,Moderate
31,1,25,3,0,Good
129,3,129,3,5,Unhealthy for Sensitive Groups
72,2,17,7,1,Moderate
62,1,56,4,1,Moderate
70,2,28,2,1,Moderate
159,3,159,2,2,Unhealthy
95,3,8,11,1,Moderate
34,1,33,2,0,Good
68,2,29,2,1,Moderate
124,4,44,7,5,Unhealthy for Sensitive Groups
36,1,23,1,0,Good
70,1,63,1,1,Moderate
32,1,32,2,0,Good
33,1,33,1,0,Good
39,1,29,4,0,Good
61,1,40,0,1,Moderate
54,1,47,0,1,Moderate
174,1,46,0,2,Unhealthy
40,1,40,2,0,Good
89,2,36,1,1,Moderate
83,1,11,12,1,Moderate
38,0,38,0,0,Good
37,1,37,1,0,Good
34,1,28,4,0,Good
417,1,49,1,4,Hazardous
38,1,32,1,0,Good
53,1,45,1,1,Moderate
48,1,48,1,0,Good
64,1,44,0,1,Moderate
31,1,31,1,0,Good
32,0,32,1,0,Good
174,9,38,23,2,Unhealthy
35,1,33,2,0,Good
93,2,6,17,1,Moderate
25,1,7,1,0,Good
29,0,29,1,0,Good
56,1,20,7,1,Moderate
38,1,38,0,0,Good
31,1,18,0,0,Good
500,1,55,1,4,Hazardous
69,1,15,0,1,Moderate
36,1,5,3,0,Good
45,1,45,1,0,Good
47,1,30,8,0,Good
61,1,27,2,1,Moderate
46,1,26,4,0,Good
43,1,31,0,0,Good
26,0,16,0,0,Good
59,1,13,6,1,Moderate
44,1,21,8,0,Good
72,2,16,10,1,Moderate
32,1,17,0,0,Good
46,1,23,4,0,Good
35,1,35,1,0,Good
46,1,32,0,0,Good
64,2,9,7,1,Moderate
125,4,4,36,5,Unhealthy for Sensitive Groups
24,0,13,0,0,Good
50,1,22,5,0,Good
50,1,19,5,0,Good
452,1,72,1,4,Hazardous
48,2,21,0,0,Good
62,1,47,0,1,Moderate
30,0,16,0,0,Good
67,4,20,1,1,Moderate
42,1,14,2,0,Good
54,1,19,6,1,Moderate
52,1,28,1,1,Moderate
209,1,44,0,3,Very Unhealthy
500,0,35,0,4,Hazardous
152,1,41,0,2,Unhealthy
153,0,38,0,2,Unhealthy
51,1,51,1,1,Moderate
108,2,47,1,5,Unhealthy for Sensitive Groups
64,1,23,2,1,Moderate
142,1,38,0,5,Unhealthy for Sensitive Groups
356,2,100,1,4,Hazardous
78,2,43,6,1,Moderate
39,1,39,0,0,Good
73,2,40,10,1,Moderate
34,1,34,2,0,Good
53,1,53,1,1,Moderate
34,1,25,5,0,Good
57,1,45,4,1,Moderate
39,1,20,4,0,Good
47,0,27,3,0,Good
60,1,29,1,1,Moderate
64,3,14,1,1,Moderate
33,0,15,0,0,Good
32,1,32,0,0,Good
39,1,37,0,0,Good
32,0,32,1,0,Good
51,0,31,0,1,Moderate
112,1,47,0,5,Unhealthy for Sensitive Groups
55,1,55,0,1,Moderate
37,0,26,0,0,Good
43,1,33,0,0,Good
291,1,41,0,3,Very Unhealthy
52,1,48,3,1,Moderate
61,2,37,4,1,Moderate
192,1,33,0,2,Unhealthy
151,3,151,2,2,Unhealthy
58,1,47,3,1,Moderate
48,1,9,4,0,Good
42,1,39,4,0,Good
29,1,6,1,0,Good
41,0,26,1,0,Good
28,1,28,0,0,Good
43,1,14,1,0,Good
32,1,32,1,0,Good
52,1,35,4,1,Moderate
71,1,16,0,1,Moderate
17,0,17,0,0,Good
37,1,22,1,0,Good
101,2,90,1,5,Unhealthy for Sensitive Groups
55,1,27,4,1,Moderate
54,1,36,3,1,Moderate
88,3,0,7,1,Moderate
24,0,16,1,0,Good
76,1,39,1,1,Moderate
151,4,146,1,2,Unhealthy
61,0,26,0,1,Moderate
65,1,28,4,1,Moderate
35,1,35,0,0,Good
37,1,37,0,0,Good
43,2,23,5,0,Good
48,1,12,13,0,Good
71,1,24,4,1,Moderate
63,1,23,7,1,Moderate
27,0,27,0,0,Good
64,1,39,1,1,Moderate
28,1,24,3,0,Good
37,1,30,3,0,Good
53,2,23,6,1,Moderate
59,1,17,0,1,Moderate
53,1,27,0,1,Moderate
74,2,47,0,1,Moderate
50,1,27,5,0,Good
97,2,70,1,1,Moderate
171,1,44,0,2,Unhealthy
62,1,23,1,1,Moderate
148,3,148,0,5,Unhealthy for Sensitive Groups
67,2,17,0,1,Moderate
51,1,19,15,1,Moderate
15,0,14,0,0,Good
20,0,7,1,0,Good
69,0,22,0,1,Moderate
74,3,20,26,1,Moderate
34,1,34,0,0,Good
103,1,19,4,5,Unhealthy for Sensitive Groups
32,0,18,1,0,Good
62,2,49,7,1,Moderate
200,5,200,7,2,Unhealthy
94,1,45,1,1,Moderate
58,2,31,4,1,Moderate
151,1,31,5,2,Unhealthy
156,8,2,21,2,Unhealthy
14,0,14,0,0,Good
49,1,28,6,0,Good
51,1,22,6,1,Moderate
49,1,31,0,0,Good
159,3,159,1,2,Unhealthy
30,1,30,3,0,Good
40,1,35,1,0,Good
72,2,15,16,1,Moderate
51,1,35,0,1,Moderate
85,2,85,1,1,Moderate
37,1,26,0,0,Good
87,4,14,33,1,Moderate
109,3,16,31,5,Unhealthy for Sensitive Groups
56,1,35,4,1,Moderate
53,2,26,6,1,Moderate
69,1,38,2,1,Moderate
57,1,19,3,1,Moderate
62,1,33,1,1,Moderate
78,3,25,1,1,Moderate
90,2,7,8,1,Moderate
52,1,29,6,1,Moderate
30,0,30,0,0,Good
56,1,30,1,1,Moderate
32,0,32,1,0,Good
53,1,23,3,1,Moderate
57,1,43,2,1,Moderate
45,1,35,2,0,Good
67,2,35,13,1,Moderate
34,1,34,2,0,Good
54,1,25,6,1,Moderate
65,1,21,1,1,Moderate
70,2,28,16,1,Moderate
51,2,39,7,1,Moderate
105,3,12,26,5,Unhealthy for Sensitive Groups
59,1,36,4,1,Moderate
83,1,38,3,1,Moderate
33,0,33,1,0,Good
40,1,40,2,0,Good
84,2,19,3,1,Moderate
39,1,18,0,0,Good
20,0,16,1,0,Good
75,2,29,8,1,Moderate
32,1,30,7,0,Good
39,2,10,0,0,Good
154,3,107,2,2,Unhealthy
78,6,17,3,1,Moderate
32,0,32,2,0,Good
125,2,52,1,5,Unhealthy for Sensitive Groups
30,0,12,1,0,Good
52,1,12,2,1,Moderate
149,2,144,5,5,Unhealthy for Sensitive Groups
43,1,12,5,0,Good
176,8,0,23,2,Unhealthy
117,1,44,0,5,Unhealthy for Sensitive Groups
160,2,46,4,2,Unhealthy
165,4,78,6,2,Unhealthy
154,4,14,12,2,Unhealthy
42,1,42,0,0,Good
107,2,29,1,5,Unhealthy for Sensitive Groups
35,1,35,0,0,Good
35,1,23,0,0,Good
58,1,58,0,1,Moderate
51,1,15,0,1,Moderate
19,0,14,0,0,Good
88,2,13,16,1,Moderate
35,1,35,0,0,Good
109,3,47,2,5,Unhealthy for Sensitive Groups
43,1,21,0,0,Good
28,1,28,0,0,Good
81,1,49,0,1,Moderate
174,2,44,4,2,Unhealthy
53,1,38,2,1,Moderate
41,1,41,0,0,Good
117,2,40,5,5,Unhealthy for Sensitive Groups
48,1,48,0,0,Good
61,1,41,0,1,Moderate
43,1,39,0,0,Good
128,1,35,2,5,Unhealthy for Sensitive Groups
168,3,125,2,2,Unhealthy
70,1,70,0,1,Moderate
40,1,40,2,0,Good
45,1,25,0,0,Good
30,1,30,0,0,Good
124,5,124,7,5,Unhealthy for Sensitive Groups
66,1,28,1,1,Moderate
55,0,21,1,1,Moderate
35,0,35,0,0,Good
78,1,33,1,1,Moderate
48,1,48,0,0,Good
75,1,54,0,1,Moderate
55,1,27,0,1,Moderate
57,1,44,0,1,Moderate
84,1,62,0,1,Moderate
32,1,29,1,0,Good
63,1,39,0,1,Moderate
75,1,10,0,1,Moderate
264,15,8,52,3,Very Unhealthy
70,1,44,1,1,Moderate
56,1,41,1,1,Moderate
169,5,69,8,2,Unhealthy
73,1,45,1,1,Moderate
51,1,24,0,1,Moderate
50,1,32,1,0,Good
60,1,29,0,1,Moderate
35,1,17,0,0,Good
35,1,35,0,0,Good
116,3,19,25,5,Unhealthy for Sensitive Groups
45,1,45,0,0,Good
44,1,44,0,0,Good
150,4,18,44,2,Unhealthy
34,1,30,1,0,Good
67,1,21,1,1,Moderate
76,1,59,0,1,Moderate
154,3,2,28,2,Unhealthy
97,2,25,6,1,Moderate
218,1,38,5,3,Very Unhealthy
61,1,29,1,1,Moderate
27,1,13,2,0,Good
189,10,7,25,2,Unhealthy
148,3,18,23,5,Unhealthy for Sensitive Groups
61,1,21,3,1,Moderate
35,1,35,0,0,Good
53,1,46,0,1,Moderate
141,4,43,6,5,Unhealthy for Sensitive Groups
80,1,44,0,1,Moderate
71,2,16,3,1,Moderate
92,2,2,9,1,Moderate
36,1,26,9,0,Good
178,3,169,3,2,Unhealthy
28,1,28,3,0,Good
26,1,26,2,0,Good
112,2,27,2,5,Unhealthy for Sensitive Groups
36,1,36,0,0,Good
75,1,43,3,1,Moderate
68,1,40,1,1,Moderate
48,1,48,3,0,Good
35,1,35,1,0,Good
43,1,28,4,0,Good
33,1,33,2,0,Good
46,1,32,4,0,Good
69,1,36,2,1,Moderate
36,1,27,3,0,Good
36,0,36,0,0,Good
58,1,21,1,1,Moderate
46,1,21,0,0,Good
58,2,39,7,1,Moderate
47,1,25,5,0,Good
44,1,27,5,0,Good
113,1,42,0,5,Unhealthy for Sensitive Groups
50,1,35,1,0,Good
28,1,23,5,0,Good
50,1,15,10,0,Good
73,1,44,0,1,Moderate
46,1,29,4,0,Good
109,1,25,0,5,Unhealthy for Sensitive Groups
59,2,4,10,1,Moderate
41,1,41,1,0,Good
109,2,23,5,5,Unhealthy for Sensitive Groups
137,3,9,10,5,Unhealthy for Sensitive Groups
90,3,7,10,1,Moderate
19,1,19,0,0,Good
105,2,23,3,5,Unhealthy for Sensitive Groups
108,1,52,1,5,Unhealthy for Sensitive Groups
72,1,29,2,1,Moderate
150,3,146,1,2,Unhealthy
226,1,48,0,3,Very Unhealthy
57,2,27,13,1,Moderate
70,1,14,0,1,Moderate
35,0,35,1,0,Good
180,2,107,0,2,Unhealthy
65,0,21,0,1,Moderate
30,1,30,2,0,Good
154,2,13,4,2,Unhealthy
43,1,43,0,0,Good
49,1,49,3,0,Good
171,3,110,2,2,Unhealthy
52,1,25,1,1,Moderate
151,2,30,5,2,Unhealthy
43,1,43,0,0,Good
53,1,48,0,1,Moderate
24,1,23,0,0,Good
43,1,43,2,0,Good
49,0,24,0,0,Good
154,2,0,23,2,Unhealthy
62,1,62,0,1,Moderate
44,1,44,0,0,Good
95,2,10,16,1,Moderate
421,27,0,91,4,Hazardous
96,1,59,0,1,Moderate
28,1,28,2,0,Good
47,1,47,0,0,Good
112,3,6,19,5,Unhealthy for Sensitive Groups
69,1,56,0,1,Moderate
82,2,41,6,1,Moderate
54,1,15,0,1,Moderate
180,1,35,4,2,Unhealthy
123,4,89,14,5,Unhealthy for Sensitive Groups
39,1,31,0,0,Good
22,0,13,0,0,Good
43,1,43,0,0,Good
74,1,34,0,1,Moderate
41,1,20,1,0,Good
51,1,44,1,1,Moderate
60,1,49,1,1,Moderate
57,1,32,5,1,Moderate
41,1,35,1,0,Good
50,1,42,2,0,Good
86,1,86,1,1,Moderate
53,1,29,0,1,Moderate
176,8,10,17,2,Unhealthy
41,1,41,3,0,Good
48,1,29,8,0,Good
36,1,34,5,0,Good
89,1,38,3,1,Moderate
58,1,45,4,1,Moderate
36,0,36,0,0,Good
42,1,42,1,0,Good
87,3,5,24,1,Moderate
168,4,168,1,2,Unhealthy
28,1,15,0,0,Good
82,2,50,1,1,Moderate
74,1,12,10,1,Moderate
62,1,45,3,1,Moderate
31,1,31,0,0,Good
28,1,28,1,0,Good
64,1,44,2,1,Moderate
59,1,30,1,1,Moderate
80,1,11,2,1,Moderate
50,1,43,1,0,Good
68,2,13,5,1,Moderate
64,1,22,0,1,Moderate
32,1,32,3,0,Good
74,2,32,6,1,Moderate
32,1,32,1,0,Good
25,1,18,0,0,Good
69,1,41,2,1,Moderate
55,0,22,0,1,Moderate
55,2,26,13,1,Moderate
69,0,24,0,1,Moderate
55,1,55,1,1,Moderate
87,1,35,3,1,Moderate
60,2,23,0,1,Moderate
21,0,21,0,0,Good
151,1,74,0,2,Unhealthy
20,0,20,0,0,Good
43,1,40,1,0,Good
154,4,142,1,2,Unhealthy
85,1,17,3,1,Moderate
162,3,151,1,2,Unhealthy
23,0,23,0,0,Good
78,1,43,2,1,Moderate
61,1,50,4,1,Moderate
32,0,32,1,0,Good
47,1,31,3,0,Good
63,1,27,7,1,Moderate
121,2,60,1,5,Unhealthy for Sensitive Groups
28,0,28,0,0,Good
56,1,30,0,1,Moderate
68,0,21,0,1,Moderate
56,2,38,5,1,Moderate
166,11,18,8,2,Unhealthy
56,1,56,1,1,Moderate
60,1,46,3,1,Moderate
62,1,25,4,1,Moderate
54,1,16,10,1,Moderate
46,1,33,1,0,Good
36,1,27,4,0,Good
157,0,36,0,2,Unhealthy
58,1,26,1,1,Moderate
34,1,3,0,0,Good
30,1,30,0,0,Good
76,1,31,3,1,Moderate
49,1,28,0,0,Good
23,1,23,0,0,Good
52,2,26,11,1,Moderate
161,7,34,4,2,Unhealthy
31,1,31,2,0,Good
40,1,40,1,0,Good
165,6,38,4,2,Unhealthy
58,2,30,9,1,Moderate
38,0,38,0,0,Good
67,1,34,1,1,Moderate
36,1,36,0,0,Good
98,3,5,24,1,Moderate
31,1,28,2,0,Good
235,4,111,5,3,Very Unhealthy
24,0,5,1,0,Good
156,6,0,9,2,Unhealthy
63,1,12,13,1,Moderate
36,1,36,2,0,Good
35,1,35,0,0,Good
38,1,30,11,0,Good
60,1,3,5,1,Moderate
44,1,15,8,0,Good
54,1,54,0,1,Moderate
70,2,18,15,1,Moderate
69,2,18,13,1,Moderate
73,2,15,18,1,Moderate
27,0,27,2,0,Good
70,2,3,6,1,Moderate
75,1,15,8,1,Moderate
30,1,30,1,0,Good
160,1,33,0,2,Unhealthy
40,1,24,3,0,Good
30,0,30,1,0,Good
40,1,40,0,0,Good
34,1,12,1,0,Good
60,1,44,0,1,Moderate
31,1,28,2,0,Good
201,2,95,2,3,Very Unhealthy
47,2,7,0,0,Good
28,1,28,2,0,Good
59,1,35,2,1,Moderate
43,1,36,4,0,Good
53,1,40,4,1,Moderate
51,1,31,6,1,Moderate
64,1,45,1,1,Moderate
64,1,35,3,1,Moderate
34,0,28,2,0,Good
21,1,21,0,0,Good
164,6,0,15,2,Unhealthy
120,1,27,1,5,Unhealthy for Sensitive Groups
15,0,14,0,0,Good
46,1,33,2,0,Good
33,1,33,1,0,Good
53,1,7,4,1,Moderate
43,0,18,2,0,Good
28,1,8,2,0,Good
59,1,13,3,1,Moderate
47,1,32,0,0,Good
35,0,35,1,0,Good
30,0,19,0,0,Good
23,1,19,4,0,Good
50,1,33,4,0,Good
60,2,39,8,1,Moderate
56,1,29,9,1,Moderate
50,1,23,4,0,Good
60,1,26,2,1,Moderate
63,1,31,2,1,Moderate
45,1,45,0,0,Good
81,1,44,0,1,Moderate
44,1,31,0,0,Good
134,1,36,0,5,Unhealthy for Sensitive Groups
154,3,88,1,2,Unhealthy
103,3,38,13,5,Unhealthy for Sensitive Groups
66,1,43,0,1,Moderate
500,3,61,9,4,Hazardous
83,3,14,2,1,Moderate
40,1,33,5,0,Good
37,1,24,2,0,Good
93,1,27,0,1,Moderate
139,0,31,0,5,Unhealthy for Sensitive Groups
16,0,16,2,0,Good
32,1,27,0,0,Good
57,2,15,1,1,Moderate
39,1,39,0,0,Good
24,0,24,0,0,Good
45,1,27,3,0,Good
60,1,25,1,1,Moderate
52,1,42,2,1,Moderate
26,1,23,6,0,Good
31,1,25,2,0,Good
66,0,25,0,1,Moderate
50,1,25,4,0,Good
99,2,70,1,1,Moderate
35,1,35,0,0,Good
66,1,17,4,1,Moderate
46,1,11,3,0,Good
204,3,10,15,3,Very Unhealthy
50,1,4,4,0,Good
52,2,3,7,1,Moderate
154,4,154,2,2,Unhealthy
42,1,40,2,0,Good
55,1,27,2,1,Moderate
95,1,23,0,1,Moderate
35,1,35,0,0,Good
29,1,25,3,0,Good
33,1,24,3,0,Good
35,1,24,3,0,Good
39,1,23,4,0,Good
152,1,140,3,2,Unhealthy
137,3,137,1,5,Unhealthy for Sensitive Groups
66,2,28,11,1,Moderate
75,1,30,0,1,Moderate
53,1,6,13,1,Moderate
34,1,25,3,0,Good
71,1,44,1,1,Moderate
59,1,32,3,1,Moderate
64,2,27,5,1,Moderate
64,1,47,0,1,Moderate
82,2,76,0,1,Moderate
170,8,15,6,2,Unhealthy
28,1,26,3,0,Good
30,0,30,1,0,Good
48,1,48,1,0,Good
24,1,24,8,0,Good
29,0,29,1,0,Good
49,1,49,2,0,Good
29,1,14,11,0,Good
34,1,25,2,0,Good
38,1,38,0,0,Good
157,2,36,2,2,Unhealthy
58,2,7,0,1,Moderate
34,1,26,2,0,Good
46,1,46,1,0,Good
62,1,44,0,1,Moderate
65,2,30,12,1,Moderate
56,1,17,3,1,Moderate
72,2,16,13,1,Moderate
58,1,26,2,1,Moderate
72,1,42,0,1,Moderate
29,0,19,0,0,Good
121,1,24,0,5,Unhealthy for Sensitive Groups
25,1,25,3,0,Good
160,0,19,0,2,Unhealthy
190,7,70,18,2,Unhealthy
38,0,15,0,0,Good
186,9,6,21,2,Unhealthy
57,2,12,2,1,Moderate
54,1,18,2,1,Moderate
22,0,13,6,0,Good
109,3,32,7,5,Unhealthy for Sensitive Groups
82,3,8,5,1,Moderate
153,2,40,2,2,Unhealthy
53,1,29,0,1,Moderate
198,11,6,30,2,Unhealthy
210,11,3,27,3,Very Unhealthy
108,1,29,1,5,Unhealthy for Sensitive Groups
63,1,26,1,1,Moderate
76,1,28,0,1,Moderate
24,0,17,0,0,Good
60,1,52,0,1,Moderate
91,2,40,0,1,Moderate
151,2,47,2,2,Unhealthy
59,1,23,4,1,Moderate
57,1,48,0,1,Moderate
29,1,27,1,0,Good
50,1,50,0,0,Good
41,1,21,0,0,Good
39,1,26,1,0,Good
47,1,47,1,0,Good
53,1,46,3,1,Moderate
39,1,39,0,0,Good
37,1,37,0,0,Good
157,1,24,2,2,Unhealthy
44,1,32,3,0,Good
31,1,31,1,0,Good
60,1,24,0,1,Moderate
41,1,41,0,0,Good
54,1,53,0,1,Moderate
54,1,38,0,1,Moderate
41,1,41,0,0,Good
52,1,40,3,1,Moderate
55,1,39,2,1,Moderate
70,1,17,0,1,Moderate
43,1,16,3,0,Good
33,1,23,0,0,Good
35,1,9,0,0,Good
34,1,34,0,0,Good
56,1,48,0,1,Moderate
150,1,18,1,2,Unhealthy
72,1,45,0,1,Moderate
55,1,42,1,1,Moderate
84,1,59,0,1,Moderate
201,12,2,28,3,Very Unhealthy
162,8,44,24,2,Unhealthy
34,1,34,0,0,Good
40,1,40,0,0,Good
151,5,23,10,2,Unhealthy
68,1,60,0,1,Moderate
39,1,39,0,0,Good
19,0,14,0,0,Good
73,0,24,0,1,Moderate
45,1,38,2,0,Good
74,1,45,1,1,Moderate
41,1,37,1,0,Good
68,1,58,0,1,Moderate
56,1,46,0,1,Moderate
30,1,19,0,0,Good
51,1,47,0,1,Moderate
56,1,56,0,1,Moderate
170,5,48,12,2,Unhealthy
75,1,27,5,1,Moderate
26,0,16,0,0,Good
54,1,48,0,1,Moderate
72,1,43,2,1,Moderate
20,0,18,0,0,Good
19,0,19,0,0,Good
50,1,34,2,0,Good
45,1,16,0,0,Good
118,3,16,1,5,Unhealthy for Sensitive Groups
29,0,24,0,0,Good
279,2,38,3,3,Very Unhealthy
27,1,26,0,0,Good
42,1,21,0,0,Good
48,1,32,3,0,Good
57,1,40,0,1,Moderate
23,0,23,0,0,Good
32,1,19,1,0,Good
27,0,21,0,0,Good
87,1,87,1,1,Moderate
74,1,43,1,1,Moderate
24,0,20,0,0,Good
112,1,38,0,5,Unhealthy for Sensitive Groups
57,1,9,3,1,Moderate
30,0,18,0,0,Good
44,1,37,2,0,Good
49,1,49,0,0,Good
74,2,27,4,1,Moderate
92,1,65,0,1,Moderate
159,3,19,10,2,Unhealthy
43,1,43,0,0,Good
54,1,42,1,1,Moderate
45,1,45,0,0,Good
67,2,13,2,1,Moderate
64,1,31,1,1,Moderate
56,1,22,0,1,Moderate
55,1,49,0,1,Moderate
170,4,78,5,2,Unhealthy
37,1,32,2,0,Good
29,1,29,0,0,Good
167,5,22,34,2,Unhealthy
45,1,19,0,0,Good
95,2,25,0,1,Moderate
48,1,48,1,0,Good
50,1,47,2,0,Good
51,1,38,2,1,Moderate
164,1,134,1,2,Unhealthy
30,1,30,0,0,Good
73,2,36,0,1,Moderate
151,1,39,2,2,Unhealthy
41,0,41,0,0,Good
25,0,25,0,0,Good
162,3,22,11,2,Unhealthy
58,1,20,0,1,Moderate
106,0,45,0,5,Unhealthy for Sensitive Groups
89,1,27,0,1,Moderate
89,2,19,23,1,Moderate
41,1,41,0,0,Good
89,1,64,0,1,Moderate
46,1,46,0,0,Good
44,1,44,0,0,Good
60,1,60,0,1,Moderate
182,5,51,8,2,Unhealthy
46,0,46,0,0,Good
65,1,64,0,1,Moderate
41,1,23,0,0,Good
40,1,33,1,0,Good
48,1,48,0,0,Good
25,0,25,0,0,Good
44,0,25,1,0,Good
37,0,37,0,0,Good
37,1,37,0,0,Good
88,2,19,4,1,Moderate
58,1,28,1,1,Moderate
42,1,42,0,0,Good
150,3,25,16,2,Unhealthy
22,0,21,0,0,Good
50,1,50,1,0,Good
59,1,51,0,1,Moderate
87,1,43,4,1,Moderate
65,1,51,0,1,Moderate
22,0,22,0,0,Good
46,1,22,1,0,Good
37,1,23,0,0,Good
52,1,29,0,1,Moderate
73,1,31,9,1,Moderate
37,1,37,0,0,Good
61,1,20,0,1,Moderate
59,1,46,1,1,Moderate
179,10,8,22,2,Unhealthy
53,1,47,0,1,Moderate
64,1,53,0,1,Moderate
58,1,54,0,1,Moderate
44,1,44,0,0,Good
50,1,49,0,0,Good
14,1,10,0,0,Good
31,0,31,0,0,Good
53,1,28,8,1,Moderate
70,1,34,0,1,Moderate
28,1,2,0,0,Good
35,1,24,4,0,Good
118,4,92,4,5,Unhealthy for Sensitive Groups
62,1,32,0,1,Moderate
36,1,36,3,0,Good
106,3,0,8,5,Unhealthy for Sensitive Groups
131,3,0,7,5,Unhealthy for Sensitive Groups
70,1,60,1,1,Moderate
81,4,3,29,1,Moderate
33,1,33,0,0,Good
156,1,41,0,2,Unhealthy
47,0,26,0,0,Good
150,1,38,1,2,Unhealthy
48,1,48,2,0,Good
54,1,31,5,1,Moderate
62,1,49,0,1,Moderate
35,1,35,1,0,Good
72,1,36,0,1,Moderate
32,1,11,0,0,Good
45,1,45,1,0,Good
37,1,14,10,0,Good
53,2,25,11,1,Moderate
67,2,25,12,1,Moderate
30,0,29,0,0,Good
196,1,44,1,2,Unhealthy
39,1,24,2,0,Good
24,1,23,3,0,Good
50,1,28,11,0,Good
60,1,17,6,1,Moderate
100,0,25,0,5,Unhealthy for Sensitive Groups
68,1,28,4,1,Moderate
35,1,23,3,0,Good
36,1,13,8,0,Good
157,5,4,29,2,Unhealthy
36,0,36,1,0,Good
43,1,43,0,0,Good
69,1,69,2,1,Moderate
40,1,23,0,0,Good
56,1,43,2,1,Moderate
36,1,24,5,0,Good
40,1,27,3,0,Good
50,1,27,1,0,Good
33,0,33,1,0,Good
26,1,25,2,0,Good
37,1,37,0,0,Good
